nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
21874910,문화관광,"2021년도 스포츠강좌 이용권 사업개요",박병규,"서울특별시 체육정책과",20201222090552,"문화ㆍ관광>체육진흥>체육복지 추진현황>스포츠 바우처사업 추진현황",0221332695,"CC BY-NC-SA",https://opengov.seoul.go.kr/public/21874910
21874912,환경,"2019년 녹색기술 기능인력 양성사업 실적",김보경,환경시민협력과,20201222103825,"환경>녹색산업>서울형 녹색산업 지원정책>녹색기술인력 양성실적",0221333526,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21874912
21875868,교통,"마을버스 적자업체 재정지원 현황(2015-2020년도)",권빛나,버스정책과,20201222000000,"교통ㆍ건설>대중교통>버스평가 및 지원현황, 차고지현황>마을버스 재정지원 현황",02-2133-2274,"CC BY",https://opengov.seoul.go.kr/public/21875868
21875869,교통,"서울시내버스 운송수지 분석 현황(2019년)",권빛나,버스정책과,20201222171728,"교통ㆍ건설>대중교통>버스평가 및 지원현황, 차고지현황>운송수지 분석현황",02-2133-2274,"CC BY",https://opengov.seoul.go.kr/public/21875869
21885397,여성가족,"가정양육수당 지원 현황",김숙진,보육담당관,20201223093541,"여성ㆍ가족>영유아복지>가정양육수당 지원 현황>가정양육수당 지원 현황",2133-5109,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21885397
21885398,교통,"마을버스 유가보조금 지급 현황(2016년도)",권빛나,버스정책과,20201223102322,"교통ㆍ건설>대중교통>버스평가 및 지원현황, 차고지현황>마을버스 유가보조금 지급현황",02-2133-2274,"CC BY",https://opengov.seoul.go.kr/public/21885398
21885399,교통,"마을버스 유가보조금 지급 현황(2017-2019년도)",권빛나,버스정책과,20201223000000,"교통ㆍ건설>대중교통>버스평가 및 지원현황, 차고지현황>마을버스 유가보조금 지급현황",02-2133-2274,"CC BY",https://opengov.seoul.go.kr/public/21885399
21885400,환경,"서울시 배출권거래제 대응계획",백승주,기후변화대응과,20201223000000,"환경>에너지 절감>에너지 절감(배출권 거래제) 계획>서울시 배출권 거래제 대응계획",2133-3598,"CC BY",https://opengov.seoul.go.kr/public/21885400
21885401,교통," 2016년도 유가보조금 지급현황(시내, 공항버스)",권빛나,버스정책과,20201223103200,"교통ㆍ건설>대중교통>버스평가 및 지원현황, 차고지현황>유가보조금 지원현황(시내, 공항버스)",02-2133-2274,"CC BY",https://opengov.seoul.go.kr/public/21885401
21885402,교통,"2017-2019년도 유가보조금 지급현황(시내, 공항버스)",권빛나,버스정책과,20201223103358,"교통ㆍ건설>대중교통>버스평가 및 지원현황, 차고지현황>유가보조금 지원현황(시내, 공항버스)",02-2133-2274,"CC BY",https://opengov.seoul.go.kr/public/21885402
21886385,환경,"2021년 유아숲체험원 운영현황",배시연,자연생태과,20201223152935,"환경>도시녹화>유아숲체험장 조성 현황>유아숲체험장 조성 현황",02-2133-2146,"CC BY",https://opengov.seoul.go.kr/public/21886385
21895248,행정,"2020년 하반기 서울창의상 심사결과",정영신,사회혁신담당관,20201224000000,"행정ㆍ기타>창의, 제안>서울창의상 수상목록>서울창의상 운영",2133-6313,"CC BY",https://opengov.seoul.go.kr/public/21895248
21896422,경제,"2020년 서울시 일자리 창출 추진현황(7월까지 누적)",엄태근,일자리정책과,20201224152506,"경제>일자리>일자리 창출 추진실적>일자리 창출 추진현황 및 실적",2133-5455,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21896422
21896423,경제,"2020년 서울시 일자리 창출 추진현황(9월까지 누적)",엄태근,일자리정책과,20201224152724,"경제>일자리>일자리 창출 추진실적>일자리 창출 추진현황 및 실적",2133-5455,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21896423
21907031,공통업무,"2020년도 도시교통실 자전거정책과 상품권 구매 및 사용내역 공개",서화숙,자전거정책과,20201227000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-2753,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21907031
21907543,안전,"2020년 제설대책 추진계획",고성보,도로관리과,20201228110212,"안전>도로관리>도로관리 추진현황>도로제설작업, 설해대책",02-2133-8181,"CC BY-ND",https://opengov.seoul.go.kr/public/21907543
21907622,세금재정,"2019년 서울시 소유 건축물 현황",박민규,자산관리과,20201228154629,"세금ㆍ재정>재정>서울시 소유 건축물 현황>서울시 소유 건축물 현황",02-2133-3296,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21907622
21907624,주택도시계획,"2019년도 3/4분기 서울시 부동산중개업소 지도단속 실적",박준성,토지관리과,20201228200723,"주택ㆍ도시계획>토지관리>중개업소 지도단속현황>부동산 중개사무소 지도단속 결과 현황",02-2133-4677,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21907624
21907625,주택도시계획,"2019년도 4/4분기 서울시 부동산중개업소 지도단속 실적",박준성,토지관리과,20201228201144,"주택ㆍ도시계획>토지관리>중개업소 지도단속현황>부동산 중개사무소 지도단속 결과 현황",02-2133-4677,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21907625
21907626,주택도시계획,"2020년도 1/4분기 서울시 부동산중개업소 지도단속 실적",박준성,토지관리과,20201228201359,"주택ㆍ도시계획>토지관리>중개업소 지도단속현황>부동산 중개사무소 지도단속 결과 현황",02-2133-4677,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21907626
21907627,주택도시계획,"2020년도 2/4분기 서울시 부동산중개업소 지도단속 실적",박준성,토지관리과,20201228201607,"주택ㆍ도시계획>토지관리>중개업소 지도단속현황>부동산 중개사무소 지도단속 결과 현황",02-2133-4677,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21907627
21907628,주택도시계획,"2020년도 3/4분기 서울시 부동산중개업소 지도단속 실적",박준성,토지관리과,20201228201832,"주택ㆍ도시계획>토지관리>중개업소 지도단속현황>부동산 중개사무소 지도단속 결과 현황",02-2133-4677,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21907628
21917668,행정,"가입 국제기구 현황",안경모,해외도시협력담당관,20201229091155,"행정ㆍ기타>국제교류>가입 국제기구 현황>가입 국제기구 현황",02-2133-5306,"CC BY",https://opengov.seoul.go.kr/public/21917668
21917669,경제,"서울시 소재 협동조합 신고 및 인가 현황(20.11월말 기준)",성지연,사회적경제담당관,20201229000000,"경제>사회적경제>협동조합 현황>서울시 협동조합 신고 현황",02-2133-5478,"CC BY",https://opengov.seoul.go.kr/public/21917669
21917671,복지,"서울형 장애물없는 건물 인증 시설 현황",이종우,장애인자립지원과,20201229000000,"복지>장애인복지>서울형 무장애건물 인증현황>서울형 무장애 건물 인증현황",02-2133-7949,"CC BY-NC-SA",https://opengov.seoul.go.kr/public/21917671
21917672,행정,"2020년 3분기 친환경급식 식재료 관리 등 사무위탁 업무추진비 집행내역",박성범,친환경급식과,20201229133057,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4151,"CC BY",https://opengov.seoul.go.kr/public/21917672
21917673,환경,"2020년 1사분기 환경소음도 측정결과",이진,생활환경과,20201229000000,"환경>생활환경 관리>생활공해 측정결과>소음 측정결과",02-2133-3727,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21917673
21917674,환경,"2020년 2사분기 환경소음도 측정결과",이진,생활환경과,20201229142858,"환경>생활환경 관리>생활공해 측정결과>소음 측정결과",02-2133-3727,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21917674
21917675,환경,"2020년 3사분기 환경소음도 측정결과",이진,생활환경과,20201229142946,"환경>생활환경 관리>생활공해 측정결과>소음 측정결과",02-2133-3727,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21917675
21918794,행정,"2020년도 고교 친환경 식재료 지원 사업 현황(하반기)",석귀숙,친환경급식과,20201229163134,"행정ㆍ기타>무상급식>무상급식 지원계획 및 추진현황>우수 농축산물 식재료 지원현황",02-2133-4144,"CC BY",https://opengov.seoul.go.kr/public/21918794
21918796,환경,"2020년 겨울철 청소대책",이흥재,생활환경과,20201229183944,"환경>생활환경 관리>청소종합대책>계절별, 명절 등 청소종합대책",02-2133-3734,"CC BY",https://opengov.seoul.go.kr/public/21918796
21918797,환경,"2020년 추석 연휴 청소대책",이흥재,생활환경과,20201229184943,"환경>생활환경 관리>청소종합대책>계절별, 명절 등 청소종합대책",02-2133-3734,"CC BY",https://opengov.seoul.go.kr/public/21918797
21918798,환경,"2020년 여름철 청소대책",이흥재,생활환경과,20201229185456,"환경>생활환경 관리>청소종합대책>계절별, 명절 등 청소종합대책",02-2133-3734,"CC BY",https://opengov.seoul.go.kr/public/21918798
21926783,행정,"서울장학재단 2020년 사업계획 및 지원현황",박지연,교육정책과,20201230093152,"행정ㆍ기타>장학사업>장학사업 추진현황>서울장학재단 운영 지원현황",2133-3913,"CC BY",https://opengov.seoul.go.kr/public/21926783
21926785,안전,"2020 도로시설물 유지관리예산 집행현황(도로시설과 2020.12.29 기준)",권미애,도로시설과,20201230000000,"안전>도로시설물 안전관리>교량,터널 등 시설안전관리유지 관련 예산 집행현황>예산집행 현황",02-2133-1656,"CC BY",https://opengov.seoul.go.kr/public/21926785
21949389,안전,"타워크레인 현장 안전점검 추진 계획",윤여민,시설안전과,20201231095103,"안전>도시안전>표본안전점검 실시결과>표본안전점검 반기별 실시계획 및 결과보고",02-2133-8224,"CC BY",https://opengov.seoul.go.kr/public/21949389
21949390,행정,"2020년(2019년 실적) 투자기관 경영평가 결과",김규동,공기업담당관,20201231101028,"행정ㆍ기타>경영평가>공사‧공단 경영실적 평가결과>공사‧공단 경영실적 평가결과",02-2133-6774,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949390
21949391,행정,"2020년(2019년 실적) 출연기관 경영평가 결과",김규동,공기업담당관,20201231101208,"행정ㆍ기타>경영평가>출연기관 경영실적 평가결과>출연기관 경영실적 평가결과",02-2133-6774,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949391
21949392,복지,"종합사회복지관 운영비 지원현황",고영빈,지역돌봄복지과,20201231102352,"복지>복지시설>종합사회복지관 운영비 지원현황>종합사회복지관 운영비 지원현황",02-2133-7388,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949392
21949396,행정,"국정감사‧행정사무감사 등 감사결과",유영민,기획담당관,20201231114246,"행정ㆍ기타>시정운영관리>국정감사, 행정사무감사 등 감사결과>국정감사, 행정사무감사 등 감사결과",02-2133-6638,"CC BY",https://opengov.seoul.go.kr/public/21949396
21949397,복지,"2020년 중증장애인 활동지원서비스 운영현황 ",백미화,장애인자립지원과,20201231124159,"복지>장애인복지>중증장애인 활동보조서비스 운영현황>중증장애인 활동보조서비스 운영현황",02-2133-7475,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949397
21949398,안전,"2020년 2월 서울시 재난 및 안전사고 분석 전망",황영중,현장대응단,20201231124315,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949398
21949399,안전,"2020년 3월 서울시 재난 및 안전사고 분석 전망",황영중,현장대응단,20201231124436,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949399
21949400,안전,"2020년 4월 서울시 재난 및 안전사고 분석 전망",황영중,현장대응단,20201231124552,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949400
21949401,안전,"2020년 5월 서울시 재난 및 안전사고 분석 전망",황영중,현장대응단,20201231124705,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949401
21949402,안전,"2020년 6월 서울시 재난 및 안전사고 분석 전망",황영중,현장대응단,20201231124806,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949402
21949403,안전,"2020년 7월 서울시 재난 및 안전사고 분석 전망",황영중,현장대응단,20201231124909,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949403
21949404,안전,"2020년 8월 서울시 재난 및 안전사고 분석 전망",황영중,현장대응단,20201231125030,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949404
21949405,안전,"2020년 9월 서울시 재난 및 안전사고 분석 전망",황영중,현장대응단,20201231125134,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949405
21949406,안전,"2020년 10월 서울시 재난 및 안전사고 분석 전망",황영중,현장대응단,20201231125247,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949406
21949407,안전,"2020년 11월 서울시 재난 및 안전사고 분석 전망",황영중,현장대응단,20201231125339,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949407
21949408,안전,"2020년 12월 서울시 재난 및 안전사고 분석 전망",황영중,현장대응단,20201231125527,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1723,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21949408
21949409,행정,"서울시 대학생 학자금대출 이자지원 현황 (2020년 상반기)",이정민,청년청,20201231135935,"행정ㆍ기타>장학사업>장학사업 추진현황>대학생 학자금 대출이자 지원현황",02-2133-6578,"CC BY",https://opengov.seoul.go.kr/public/21949409
21950636,행정,"서울시 대학생 학자금대출 이자지원 현황 (2020년 하반기)",이정민,청년청,20201231000000,"행정ㆍ기타>장학사업>장학사업 추진현황>대학생 학자금 대출이자 지원현황",02-2133-6578,"CC BY",https://opengov.seoul.go.kr/public/21950636
21950637,환경,"서울시 가로수 조성관리 기본계획(2회차)",이진범,조경과,20201231162531,"환경>도시녹화>가로수 조성관리계획>가로수 조성관리계획",2133-2124,"CC BY-ND",https://opengov.seoul.go.kr/public/21950637
21950639,행정,"2020년「민주주의 서울」우수제안 채택 내역",김동환,서울민주주의담당관,20201231170537,"행정ㆍ기타>창의, 제안>시민제안 채택건수>시민제안 채택건수",02-2133-6474,"CC BY-ND",https://opengov.seoul.go.kr/public/21950639
