nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
22043752,행정,"2020년 4분기 ""저소득층 음악영재 발굴 및 교육기회 확대""사업 업무추진비 집행내역(숙명여자대학교 산학협력단) ",이현숙,문화예술과,20210115102725,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-2625,"CC BY-ND",https://opengov.seoul.go.kr/public/22043752
22043753,행정,"2020년 4분기 ""저소득층 예술영재 교육"" 업무추진비 집행내역(한양대학교 산학협력단) ",이현숙,문화예술과,20210115103007,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-2625,"CC BY-ND",https://opengov.seoul.go.kr/public/22043753
22043755,행정,"2020년 4분기 ""저소득층 예술영재 교육"" 업무추진비 집행내역(건국대학교 산학협력단) ",이현숙,문화예술과,20210115111938,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-2625,"CC BY-SA",https://opengov.seoul.go.kr/public/22043755
22043756,행정,"2020년 4분기 은평청소년미래진로센터 업무추진비 집행내역(사, 한국스카우트연맹)",김은진,청소년정책과,20210115112329,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-4122,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22043756
22043757,행정,"2020년 4분기 청소년미래진로센터 업무추진비 집행내역(학, 연세대학교)",김은진,청소년정책과,20210115112441,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-4122,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22043757
22043758,행정,"2020년 4분기 노원청소년미래진로센터 업무추진비 집행내역(학,광운대학교)",김은진,청소년정책과,20210115112539,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-4122,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22043758
22043812,행정,"2020년 4분기 시립종합사회복지관 업무추진비 집행내역(시립신목종합사회복지관)",고영빈,지역돌봄복지과,20210115155000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7388,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22043812
22045576,행정,"2020년 4분기 ""서울 공공한옥 사무민간위탁 운영"" 업무추진비 집행내역",김성찬,한옥건축자산과,20210115180202,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5580,"CC BY",https://opengov.seoul.go.kr/public/22045576
22053214,행정,"민간위탁 사무 수탁기관 업무추진비 공개(1호 거점형 키움센터 4분기 업무추진비)",신채연,아이돌봄담당관,20210116093024,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁 종합성과평가 결과",2133-9510,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22053214
22054163,공통업무,"2020년 역사문화재과 상품권 구매 및 사용내역",최종규,역사문화재과,20210116181113,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-2614,"CC BY",https://opengov.seoul.go.kr/public/22054163
22054532,행정,"2020년 4분기 여성발전센터(5개소) 업무추진비 집행내역",김소연,여성정책담당관,20210117170411,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5030,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22054532
22054743,행정,"민간위탁기관(서울핀테크랩) 업무추진비 집행내역(20.4분기)",민우경,경제정책과,20210118084646,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5241,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22054743
22054744,공통업무,"2020년 상반기 생일자 온누리상품권 지급",임정주,조경과,20210118091225,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-500-7512,"CC BY",https://opengov.seoul.go.kr/public/22054744
22054745,공통업무,"2020년 하반기 생일자 온누리상품권 지급",임정주,조경과,20210118091327,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-500-7512,"CC BY",https://opengov.seoul.go.kr/public/22054745
22054746,행정,"4/4분기 문화체험센터 업무추진비 내역(서울관광재단)",박주연,외국인다문화담당관,20210118092519,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-5080,"CC BY",https://opengov.seoul.go.kr/public/22054746
22054747,안전,"2019년도 한강수계관리기금 결산보고서",백현지,물순환정책과,20210118100821,"안전>하천수질관리>한강수계관리기금 운용현황>한강수계관리기금 운용현황",02-2133-3767,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22054747
22054903,건강,"2020년 음식점 원산지 지도점검 결과(2020.12.)",이영흠,식품정책과,20210118175423,"건강ㆍ식품>식생활 안전>원산지 지도점검 결과>음식점 원산지 지도점검 결과",2133-4726,"CC BY",https://opengov.seoul.go.kr/public/22054903
22069324,행정,"2020년 4분기 서울시 청년공간 무중력지대 업무추진비 집행내역(6개소)",이은지,청년청,20210119000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4311,"CC BY-ND",https://opengov.seoul.go.kr/public/22069324
22069325,여성가족,"2020년 4분기 서울글로벌센터 운영 업무추진비 집행 내역(밀알복지재단) ",윤지용,외국인다문화담당관,20210119110220,"여성ㆍ가족>외국인다문화>외국인지원시설 현황>외국인지원시설 현황 및 주요사업",02-2133-5064,"CC BY",https://opengov.seoul.go.kr/public/22069325
22069327,행정,"2020년 4분기 청년월세지원상담센터 업무추진비 집행내역",김보라,주택정책과,20210119131626,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-7702,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22069327
22069328,행정,"2020년 4분기 시립서울역쪽방상담소 업무추진비 집행내역(사회복지법인 온누리복지재단)",이우승,자활지원과,20210119135408,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-7491,"CC BY",https://opengov.seoul.go.kr/public/22069328
22069329,행정,"2020년 서울시 청년허브 업무추진비 집행내역 공개",김양수,청년청,20210119141255,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4313,"CC BY-ND",https://opengov.seoul.go.kr/public/22069329
22070127,행정,"2020년 4분기 도심권50플러스센터 업무추진비 집행내역",김혜경,인생이모작지원과,20210119143632,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7800,"CC BY",https://opengov.seoul.go.kr/public/22070127
22070132,행정,"2020년 4분기 영화창작공간 운영, 충무로영상센터 운영, 독립영화 활성화 지원 업무추진비 집행내역 ((사)서울영상위원회)",이효리,경제정책과,20210119164459,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5236,"CC BY",https://opengov.seoul.go.kr/public/22070132
22070133,복지,"2020년 저소득 어르신 급식지원사업 현황",최주윤,인생이모작지원과,20210119173509,"복지>어르신복지>어르신 무료급식>저소득 어르신 무료급식 현황",02-2133-7796,"CC BY-NC-SA",https://opengov.seoul.go.kr/public/22070133
22070135,행정,"2020년 4분기 민간위탁 수탁기관 업무추진비 사용내역(서울역일대 거점)",강영호,공공재생과,20210119175853,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-8652,"CC BY-ND",https://opengov.seoul.go.kr/public/22070135
22077116,행정,"2020년 4분기 민간위탁기관 업무추진비 사용 현황",채영상,노동정책담당관,20210120085336,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5526,"CC BY",https://opengov.seoul.go.kr/public/22077116
22077117,안전,"소방관서별 소방장비 보유현황",강윤호,안전지원과,20210120091600,"안전>화재 예방>소방장비 보유현황>소방관서별 소방장비 보유현황",02-3706-1615,"CC BY",https://opengov.seoul.go.kr/public/22077117
22077121,행정,"2020년 4분기 서울 공공한옥 역사가옥 2개소 업무추진비 집행내역(리마크프레스)",박여은,한옥건축자산과,20210120100554,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5582,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22077121
22077122,행정,"2020년 4분기 서울시마을공동체종합지원센터 업무추진비 집행내역(서울시마을공동체종합지원센터)",윤미숙,지역공동체담당관,20210120000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-6340,"CC BY",https://opengov.seoul.go.kr/public/22077122
22077853,행정,"서울시 NPO지원센터 2020년 4분기 업무추진비 내역 ",이병국,서울협치담당관,20210120153903,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-6561,"CC BY-NC",https://opengov.seoul.go.kr/public/22077853
22084433,행정,"2020.4분기(2020.10~12월) 외국인노동자센터 업무추진비 집행내역 ",강현주,외국인다문화담당관,20210121000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5078,"CC BY",https://opengov.seoul.go.kr/public/22084433
22084434,행정,"2020년 4분기 장애인생산품판매시설 업무추진비 집행내역(한국장애인직업재활시설협회)",정효민,장애인복지정책과,20210121113539,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7465,"CC BY",https://opengov.seoul.go.kr/public/22084434
22084436,행정,"2020년 4분기 시립서대문장애인단기거주시설 관리운영 업무추진비 집행내역(시립서대문장애인단기거주시설)",유민주,장애인복지정책과,20210121133613,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7948,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22084436
22084437,행정,"2020년 4분기 서울특별시 행복플러스장애인센터 업무추진비 집행내역(행복플러스 장애인단기거주시설)",유민주,장애인복지정책과,20210121133808,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-7948,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22084437
22084438,건강,"2020년 시립병원 성과평가 운영 결과",서재룡,보건의료정책과,20210121140324,"건강ㆍ식품>공공의료>시립·위탁병원 평가결과>시립·위탁병원 평가결과",02-2133-7515,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22084438
22085191,행정,"2020년 4분기 남산골한옥마을 및 남산국악당 위탁 운영 업무추진비 집행내역((주)쥬스컴퍼니)",차미래,역사문화재과,20210121160627,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-2645,"CC BY",https://opengov.seoul.go.kr/public/22085191
22096132,행정,"2020년 4분기 '9호선 2·3단계 위탁운영관리' 업무추진비 집행내역",한호정,도시철도과,20210122173009,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-4357,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22096132
22107731,행정,"2020년 4분기 시립청소년활동진흥센터 업무추진비 집행내역",김수진,청소년정책과,20210125125910,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4113,"CC BY",https://opengov.seoul.go.kr/public/22107731
22107732,행정,"2020년 4분기 시립청소년미디어센터 업무추진비 집행내역",김수진,청소년정책과,20210125130050,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4113,"CC BY",https://opengov.seoul.go.kr/public/22107732
22107733,행정,"2020년 1분기 서울시립청소년미디어센터 업무추진비 집행내역",김수진,청소년정책과,20210125000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4113,"CC BY",https://opengov.seoul.go.kr/public/22107733
22107734,행정,"2020년 3분기 서울시립청소년미디어센터 업무추진비 집행내역",김수진,청소년정책과,20210125000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4113,"CC BY",https://opengov.seoul.go.kr/public/22107734
22107940,행정,"2020년 4분기 ""서울특별시 서남병원 운탁운영"" 업무추진비 집행내역(서울특별시 서남병원)",고하늘,보건의료정책과,20210125200945,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-7521,"CC BY",https://opengov.seoul.go.kr/public/22107940
22116158,행정,"2020년 4분기 청소년센터 업무추진비 집행내역(노원, 성북, 수서, 은평, 창동)",조은영,청소년정책과,20210126000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-4121,"CC BY",https://opengov.seoul.go.kr/public/22116158
22116160,행정,"2020년 4분기 ""시 육아종합지원센터 운영"" 업무추진비 집행 내역(""숙명여자대학교"")",권선애,보육담당관,20210126142000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-5093,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/22116160
22117010,행정,"2020년 시립은평미래진로센터 업무추진비 집행내역(1,2분기)",김수진,청소년정책과,20210126000000,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4113,"CC BY",https://opengov.seoul.go.kr/public/22117010
22117011,행정,"2020년 시립금천청소년센터 업무추진비 집행내역(1,2분기)",김수진,청소년정책과,20210126220138,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4113,"CC BY",https://opengov.seoul.go.kr/public/22117011
22117012,행정,"2020년 시립보라매청소년센터 업무추진비 집행내역(1,2분기)",김수진,청소년정책과,20210126220257,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4113,"CC BY",https://opengov.seoul.go.kr/public/22117012
22117013,행정,"2020년 시립서대문청소년센터 업무추진비 집행내역(1,2분기)",김수진,청소년정책과,20210126220434,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4113,"CC BY",https://opengov.seoul.go.kr/public/22117013
22134339,행정,"2020년 4분기 친환경급식 식재료 관리 등 사무위탁 업무추진비 집행내역",박성범,친환경급식과,20210128090702,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4151,"CC BY",https://opengov.seoul.go.kr/public/22134339
22135099,행정,"2020년 시립미래진로센터 업무추진비 집행내역(1,2분기)",김수진,청소년정책과,20210128143517,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4113,"CC BY",https://opengov.seoul.go.kr/public/22135099
22135100,행정,"2020년 시립노원미래진로센터 업무추진비 집행내역(1,2분기)",김수진,청소년정책과,20210128143616,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4113,"CC BY",https://opengov.seoul.go.kr/public/22135100
22135101,행정,"2021년 공무국외출장 기본계획 ",김은영,인력개발과,20210128143711,"행정ㆍ기타>일반행정>공무국외출장>공무국외출장 기본계획",2133-5757,"CC BY-ND",https://opengov.seoul.go.kr/public/22135101
22135102,행정,"2020년 시립성동청소년센터 업무추진비 집행내역(1,2분기)",김수진,청소년정책과,20210128143713,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",2133-4113,"CC BY",https://opengov.seoul.go.kr/public/22135102
