package_id,doc_prdctn_dt,tkcrd_nm,title,src_dept_doc_no,writer,othbc_pd,rspnber_dept_nm,othbc_se,cpyrht,url
202810599008000,20201007,정수약품사용관리,"2020년 09월 정수약품 월보 제출(강북)",정수과-2759,박동식,5년,정수과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340478
202810599013000,20201007,사회복무요원관리,"2020년 10월 사회복무요원 근무상황부(백*환)",관리단속과-12655,이상하,3년,관리단속과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340479
202810599023000,20201007,복리후생지원,"종합건강검진 미실시자 검진계획 제출",공공개발기획단-9977,정은자,5년,공공개발기획단,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340480
202810599025000,20201007,소방시설작동기능점검,"자체점검 지적사항 조치명령서(아이콘**)",예방과-13208,황수정,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340481
202810599042000,20201007,"공용차량 관린","차량배차신청 (2020-09-04)",총무과-15480,임순일,3년,총무과,공개,,
202810599044000,20201007,일상경비관리,"10월중 출동대기직원 급식지원비 지출",공단119안전센터-3879,박태준,5년,공단119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340482
202810599053000,20201007,가압장배수지기전시설유지관리,"방배 아리수올림터 일일점검일지(10/06)",시설관리과-16968,이광건,5년,시설관리과,공개,,
202810599069000,20201007,2일상경비관리,물품검사(수)조서(차류),상계119안전센터-3800,허창,5년,상계119안전센터,공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340483
202810599072000,20201007,소방용수시설관리,"2020년 하반기 소방용수시설 일제점검·정비 관련 설문조사 제출",장위119안전센터-3844,박병목,5년,장위119안전센터,공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340484
202810599090000,20201007,초과근무관리,"근무변경(현장대응단, 2020-10-08)",현장대응단-6027,김정규,3년,현장대응단,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340485
202810599092000,20201007,당직관리,당직상황근무일지(2020.10.6.화),예방과-13790,박창준,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340486
202810599094000,20201007,소방전산보안관리및장비운용,"2020년 10월「개인정보보호의 날」시행 알림(이첩)",소방행정과-11195,한윤성,5년,소방행정과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340487
202810599110000,20201007,소방시설정밀점검,"자체점검 지적사항 조치명령서(명륜아남2차아파트**)",예방과-13209,고은복,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340488
202810599139000,20201007,"종교단체사업 및 행사 지원","시비보조금 교부 및 약정체결 등 알림",문화정책과-14220,이인식,5년,문화정책과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340489
202810599143000,20201007,자체점검시정보완명령,"소방관계법령 위반에 따른 조치명령서 (우정**)",예방과-13699,이상혁,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340490
202810599174000,20201007,구급교육및훈련관리,"2020.10.06. 2팀 주간 구급활동일지 보고",월계119안전센터-3289,최정균,3년,월계119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340491
202810599183000,20201007,"청구 및 출급증","청구 및 출급증(쌍문)",쌍문119안전센터-3748,진명섭,5년,쌍문119안전센터,공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340492
202810599184000,20201007,"장비 일일 배차관리",장비일일배차(10/7),기전과-5441,김병준,5년,기전과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340493
202810599188000,20201007,구급운영계획수립,"아동학대 신고의무자(119구급대원)교육 결과 보고",재난관리과-8314,이미순,3년,재난관리과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340494
202810599208000,20201007,성동구급수공사급수협의,"건축허가 신청에 따른 급수협의 회신(금호동4가)",급수운영과-22979,양주호,5년,급수운영과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340495
202810599215000,20201007,산사태시민홍보,"2020년 재난대응 안전한국훈련 실시방안 결정 통보",산지방재과-10172,김성태,10년,산지방재과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340496
202810599219000,20201007,일상경비관리,"2020년 9월중 특근매식비 지출계획",예방과-9231,최유정,5년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340497
202810599220000,20201007,일상경비관리,"태양광 신기술 실증단지 조성공사 추진 간담회 개최(9.23)",녹색에너지과-26972,이동요,5년,녹색에너지과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340498
202810599221000,20201007,일일근태,"일일 근태 상황부(2020.10.7.)",소방행정과-10717,장하다,3년,소방행정과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340499
202810599225000,20201007,"배수지 항청소 관리","배수지항 청소시 최적수위 관리를 위한 현장확인에 따른 사전 초과근무 보고(월계1지)",급수운영과-18775,최용진,5년,급수운영과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340500
202810599235000,20201007,교육훈련관리,"코로나19 여파에 따른 비대면 공공기관 합동소방훈련 결과 실적 취합 보고",장위119안전센터-3845,이정갑,3년,장위119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21347273
202810599239000,20201007,정보화사업사전협의제도운영,"정보화사업 사전협의(행정안전부) 검토결과 송부",정보시스템담당관-15781,박현주,5년,정보시스템담당관,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340501
202810599248000,20201007,일상경비관리,"10월중 소방활동 급식지원비(월드마트) 지출",신정119안전센터-3926,김기철,5년,신정119안전센터,공개,"CC BY",https://opengov.seoul.go.kr/sanction/21347272
202810599251000,20201007,119구급대운영,"구급활동일지(2020. 10. 6. 2팀 주간)",현장대응단-8047,김시현,3년,현장대응단,부분공개,,
202810599270000,20201007,자체점검시정보완명령,"소방관계법령 위반에 따른 조치명령서 (신영***)",예방과-13704,이상혁,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340502
202810599273000,20201007,"하수도시스템 운영 및 유지보수관리","정보시스템 폐기현황 자료 제출",물재생계획과-13092,김석곤,30년,물재생계획과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340503
202810599279000,20201007,"고압가스 투입시설 유지관리","고압가스(염소) 안전점검 일지 [취수장 10.06]",정수과-8269,채민수,5년,정수과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340504
202810599288000,20201007,일반업무관리,"’20. 3/4분기 화장실 불법촬영 점검실적 제출",청소년정책과-17220,정세웅,3년,청소년정책과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340505
202810599290000,20201007,아리수우수고객방문서비스관리,"우수고객 방문 복명서",요금과-19838,노남규,5년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340506
202810599303000,20201007,일반업무관리,"행정전자서명 신청서(개인용)",시민소통담당관-16694,고명윤,3년,시민소통담당관,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340507
202810599313000,20201007,"정수시설물 청소","3차 작업완료보고서(정수시설물 청소 및 준설용역) 접수",정수과-8268,박준호,5년,정수과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21347271
202810599330000,20201007,"119구급대 운영","구급소모품 관리 대장(자동심장충격기 기계식압박장치 밴드)",현장대응단-6280,조성원,3년,현장대응단,공개,,
202810599331000,20201007,119구급대운영,"구급활동일지 보고(2020.10.06. 주간/성산119안전센터6-4)",성산119안전센터-3596,이상용,3년,성산119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340508
202810599340000,20201007,약품관리,"물품 검수(액상과산화수소) 구매)조서",운영과-1684,최승호,5년,운영과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340509
202810599350000,20201007,본청용역검사원지정요구관리,"검사원지정요구서(준공)[마곡 산업단지 관리재단 설립 타당성 검토 용역]",재무과-49897,경혜원,5년,재무과,부분공개,,
202810599352000,20201007,물품구매,"나라장터 사전규격 공개 의뢰",생활환경연구부-8269,하광태,5년,생활환경연구부,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340510
202810599356000,20201007,레지오넬라및레지오넬라증검사및결과관리,"레지오넬라 검사결과 회보(1B20-06152)",질병연구부-11777,박상훈,3년,질병연구부,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340511
202810599362000,20201007,휴가관리,"사가독서 학습 휴가 결과물(독후감) 제출(경.이종길)",예방과-10109,이종길,3년,예방과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340512
202810599375000,20201007,노후경유차저공해운행제한추진,"미세먼지 비상저감조치 운행제한 과태료 환급결의",차량공해저감과-13605,서푸른,10년,차량공해저감과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340513
202810599378000,20201007,체납수도요금행정처분관리,"정수처분 처리(구로2동)",요금과-20401,홍민지,10년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340514
202810599388000,20201007,세입세출관리,"9월 방향제 설치 비용 납부",서울특별시공무원수련원-6551,공일택,5년,서울특별시공무원수련원,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340515
202810599404000,20201007,"공용차량 관린","차량배차신청 (2020-10-07)",총무과-15479,임순일,3년,총무과,공개,,
202810599412000,20201007,"구급팀 일반업무","구급소모품 관리 대장(자동심장충격기패치Zoll)",현장대응단-9027,한상철,3년,현장대응단,공개,"CC BY",https://opengov.seoul.go.kr/sanction/21340516
