nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
21550555,행정,"구로동 민자주차장 실시협약서",이상욱,"서울특별시 주차계획과",20201106000000,"행정ㆍ기타>민간투자사업>민간투자사업 협약체결>민간투자사업 실시협약서",2133-2364,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21550555
21550556,행정,"반포천 복개주차장 실시협약서",이상욱,"서울특별시 주차계획과",20201106175919,"행정ㆍ기타>민간투자사업>민간투자사업 협약체결>민간투자사업 실시협약서",2133-2364,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21550556
21550557,행정,"신월3동 민자주차장 실시협약서",이상욱,"서울특별시 주차계획과",20201106180120,"행정ㆍ기타>민간투자사업>민간투자사업 협약체결>민간투자사업 실시협약서",2133-2364,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21550557
21559811,공통업무,"2020년 10월 서울시립대학교 연구처장 업무추진비 공개",조준형,"서울시립대학교 연구지원과",20201108000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",02-6490-6351,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21559811
21559997,행정,"2020년 3분기 '9호선 2·3단계 위탁운영관리' 업무추진비 집행내역",한호정,도시철도과,20201109093127,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",02-2133-4357,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21559997
21570031,공통업무,"2020년 10월 서울시립대학교 총장, 행정처장의 업무추진비",유미정,총무과,20201110180431,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",02-6490-6411,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21570031
21570050,공통업무,"2020년 10월 서울시립대학교 교무처장 업무추진비 사용내역 공개",최선미,"서울시립대학교 교무과",20201110195349,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시립대학교 총장, 처장의 업무추진비",02-6490-6108,"CC BY-ND",https://opengov.seoul.go.kr/public/21570050
21585414,주택도시계획,"2020년 9월 정비사업 통계",김예원,주거정비과,20201112100819,"주택ㆍ도시계획>주거환경정비>도시정비사업 통계>정비사업 통계",02-2133-7197,"CC BY-ND",https://opengov.seoul.go.kr/public/21585414
21607096,행정,"2019년 4분기 서울도시건축전시관 운영 위탁사무 업무추진비 집행내역(한국건축가협회)",정영래,도시공간개선단,20201116131140,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",739-2973,"CC BY",https://opengov.seoul.go.kr/public/21607096
21607097,행정,"2020년 3분기 서울도시건축전시관 운영 위탁사무 업무추진비 집행내역(한국건축가협회)",정영래,도시공간개선단,20201116131236,"행정ㆍ기타>민간위탁>민간위탁 현황>민간위탁사무 수탁기관 업무추진비 집행내역",739-2973,"CC BY",https://opengov.seoul.go.kr/public/21607097
21664170,공통업무,"2020년 하반기 안전순찰 포상",김정학,안전감사담당관,20201124000000,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-2133-3057,"CC BY",https://opengov.seoul.go.kr/public/21664170
21704009,공통업무,"2020년도 주택건축본부 주거사업과 상품권 구매 및 사용내역 공개",박성규,주거사업과,20201129161129,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",2133-7215,"CC BY-NC-ND",https://opengov.seoul.go.kr/public/21704009
