nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-28 12:41","일식성진 (중구 삼일대로4길 9)","호서대학교와 업무협력 강화방안 협의를 위한 간담회 식사비용 지급","소방재난본부장 등 6명",제로페이,154000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-27 20:53","종로참치 (종로구 청계천로 97)","태풍대비 소방안전대책 추진 관련 전문가 의견청취 간담회비 지급","소방재난본부장 등 7명",제로페이,185000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-25 15:29","스타벅스 (중구 소공동 87-10)","[시책추진업무추진비]2021년 본예산 편성관련 업무협의 간담회","조직경영팀 등 4명",카드,23800
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-25 12:06","우도일식 (중구 세종대로 124)","서울시 재난협력팀 직원 격려 식사비용 지급","소방재난본부장 등 8명",제로페이,120000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-18 20:31","종로 은행나무집 (종로구 삼일대로 382)","코로나19 재확산 대비 소방학교 등 운영방안 전문가 의견청취를 위한 간담회비 지급","소방재난본부장 등 9명",제로페이,219000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-18 12:15","피향정 (은평구 통일로 1010)","소방행정타운 전문훈련시설 설치 공사에 따른 전문가 의견청취를 위한 간담회비 지급","소방재난본부장 등 12명",제로페이,195000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-14 21:08","종로참치 (종로구 청계천로 97)","2020 서울안전한마당 추진을 위한 관련부서 의견 청취 간담회비 지급","소방재난본부장 등 7명",제로페이,200000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-14 12:04","시래정각 (중구 퇴계로30길 3-2)","소방활동 홍보 담당부서 업무추진 격려 식사비용 지급","소방재난본부장 등 12명",제로페이,126000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-14 10:49","조선미꽃방 (서초구 강남대로 27)","경조화환 구입 비용 지급",소속상근직원,카드,100000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-13 12:16","정선할매곤드레밥 (중구 수표로2길 9)","금천소방서 지하층 공사 관련 업무 간담회","소방행정과장 등 13명",제로페이,180000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-12 12:32","부산복집 (중구 수표로2길 25)","코로나19관련 등 소방공무원 복무관리 담당부서 직원 격려 식사비용 지급","소방재난본부장 등 9명",제로페이,138000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-12 14:14","서울시청매점 (중구 덕수궁길 15)","본부장실 외빈 접대용 물품 구입",소방재난본부장,제로페이,200000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-11 20:45","온달꼼장어 (광진구 아차산로65길 14)","풍수해 취약지역 현지확인에 따른 관련부서 담당자 격려 식사비용 지급","소방재난본부장 등 9명",제로페이,237000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-10 20:37","종로참치 (종로구 청계천로 97)","2020년 하반기 주요정책 추진 관련 전문가 의견청취를 위한 간담회비 지급","소방재난본부장 등 9명",제로페이,250000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-07 10:15","서울시청매점 (중구 덕수궁길 15)","소방행정과 부서 및 부속실 운영을 위한 물품 구입(8월분)","소방행정과 직원",제로페이,399000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-07 10:14","서울시청매점 (중구 덕수궁길 15)","공무직, 촉탁직 부서운영을 위한 물품 구입(8월)","공무직, 촉탁직 직원",제로페이,196000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-07 12:06","신선한우촌 (중랑구 용마산로 707)","풍수해 수방대책 추진사항 업무보고 관련 담당자 격려 식사비용 지급","소방재난본부장 등 9명",제로페이,136000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-06 12:30","일식성진 (중구 삼일대로4길 9)","소방시설업 등 효율적인 관리방안 협의를 위한 간담회비 지급","소방재난본부장 등 5명",제로페이,127000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-05 12:22","일식성진 (중구 삼일대로4길 9)","서울시의회와의 업무협력 강화를 위한 간담회비 지급","소방재난본부장 등 7명",제로페이,182000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-05 13:49","더미시청점 (중구 남대문로9길 40)","[시책추진업무추진비]2020년 제4차 추경관련 업무협의 간담회","조직경영팀 등 9명",제로페이,260000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-04 12:03","진수성찬 (중구 퇴계로28길 12)","풍수해 수방대책 담당직원 격려 식사비용 지급","소방재난본부장 등 7명",제로페이,99000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-04 19:37","창고43시청점 (중구 서소문로 120)","통합청사 추진 관련 관계자 업무협의 간담회","소방행정과장 등 12명",제로페이,340000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-03 12:11","촌 (중구 충무로5가 20-20)","서울정책지도 정책주제 통계자료관련 업무협의 간담회","소방행정과장 등 8명",제로페이,140000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-01 12:47","화담 (영등포구 국회대로 800)","코로나19 등 당면현안업무 협의를 위한 간담회비 직급","소방재난본부장 등 6명",카드,152000
21297019,"2020년 8월 소방재난본부(소방서) 소방재난본부 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21297019,소방재난본부(소방서),소방재난본부,소방행정과,,,2020,8,,,,"소방재난본부 소방행정과","2020-08-01 12:03","진수성찬 (중구 퇴계로28길 12)","화재현장 지원 평가단 격려 간담회비 지급","소방재난본부장 등 27명",제로페이,319000
21295951,"2020년 8월 사업소 서울역사박물관 학예연구부 보존과학과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/21295951,사업소,서울역사박물관,학예연구부,보존과학과,,2020,8,,,,"서울역사박물관 학예연구부 보존과학과","2020-08-10 10:32","홈플러스광화문점 종로구 새문안로91","부서운영에 필요한 물품 (커피 및 음료수 등) 구입","보존과학과장 등 6명",카드,175000
21286253,"2020년 8월 소방재난본부(소방서) 동작소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21286253,소방재난본부(소방서),동작소방서,,,,2020,8,,,,"동작소방서 노량진119안전센터","2020-08-04 10:12","애플마트노들점 (동작구 노량진로24길)","민원인 및 의용소방대 응대용 커피류 구매","의용소방대 등 30여명",제로페이,104000
21286253,"2020년 8월 소방재난본부(소방서) 동작소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21286253,소방재난본부(소방서),동작소방서,,,,2020,8,,,,"동작소방서 현장대응단","2020-08-25 11:14","㈜착한사람들 (영등포구 도림로47길 1)","2020년 8월 현장대응단 부서운영비 지급","현장대응단장 등 89명",제로페이,692400
21286253,"2020년 8월 소방재난본부(소방서) 동작소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/public/21286253,소방재난본부(소방서),동작소방서,,,,2020,8,,,,"동작소방서 예방과","2020-08-25 16:36","보라매공판장 (동작구 여의대방로24가길 16)","예방과 8월 탕비용품 구매","예방과장 등 17명",제로페이,240350
